# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:37:28 CEST
# MODULE	145B59B7C
# PLATFORM	GPL570
# EXPERIMENT	GSE9195
# PROBES	452
# SAMPLES	77

HD	GSM232194	GSM232222	GSM232212	GSM232203	GSM232205	GSM232211	GSM232213	GSM232218	GSM232219	GSM232195	GSM232230	GSM232216	GSM232223	GSM232232	GSM232262	GSM232255	GSM232201	GSM232214	GSM232217	GSM232221	GSM232228	GSM232225	GSM232202	GSM232215	GSM232265	GSM232266	GSM232204	GSM232220	GSM232248	GSM232231	GSM232208	GSM232196	GSM232270	GSM232258	GSM232254	GSM232257	GSM232261	GSM232226	GSM232207	GSM232233	GSM232209	GSM232234	GSM232237	GSM232235	GSM232242	GSM232247	GSM232229	GSM232249	GSM232206	GSM232199	GSM232224	GSM232200	GSM232243	GSM232250	GSM232253	GSM232241	GSM232246	GSM232238	GSM232239	GSM232251	GSM232240	GSM232252	GSM232197	GSM232245	GSM232236	GSM232256	GSM232269	GSM232198	GSM232244	GSM232227	GSM232260	GSM232210	GSM232259	GSM232264	GSM232263	GSM232267	GSM232268
FANCA	0.11057673	-0.06372903	0.03485249	0.0015156395	-0.15410446	0.1577059	-0.1913098	-0.191483	0.056006487	-0.11866736	-0.093529396	-0.06449407	0.018974364	0.03797038	-0.027931072	-0.13997293	-0.0017826807	0.034599885	0.08625432	0.13486305	0.12550938	0.06973385	-0.19280379	0.071660876	0.018996015	0.04764882	-0.15719347	-0.071855746	0.15318786	0.05354538	-0.1360467	0.005535693	-0.11857353	0.0	-0.10159837	-0.18098901	-0.17910528	-0.0071451575	-0.15118143	-0.07742753	-0.027404206	-0.07639545	-0.15118866	-0.1905664	-0.18740521	-0.13448054	0.08898248	0.07901534	-0.13440835	0.15043083	-0.008047324	0.14713252	-0.120832555	-0.0907002	-0.09684937	0.11784458	0.14374758	0.117736325	-0.022828419	-0.0839953	0.10024873	-0.08253018	-0.07337861	-0.13790154	0.097939186	-0.1665327	0.10942917	0.16742043	0.0034210149	0.13603947	0.16097535	0.12310602	0.11629286	0.123625666	0.08729362	0.15639956	0.016202908
PIF1	0.12750456	0.016371883	-0.033661816	0.0	-0.10677194	-0.012574496	-0.16630606	-0.14805634	-0.09327939	-0.07508532	-0.14001645	-0.0812752	-0.0037139275	-0.016517935	0.093383715	-0.08091354	0.19483514	0.13476549	0.20165096	0.15805753	0.09863468	0.17623073	-0.111584745	-0.06485463	0.17006867	-0.017978469	-0.07393081	0.14293057	0.12491037	-0.03458682	-0.15601973	-0.083612055	-0.08911339	0.07861842	0.09202751	-0.06708021	-0.114171974	-0.08435623	0.12941717	-0.11535431	0.110819705	-0.12533462	-0.1494682	-0.12541808	-0.060514763	-0.07804812	-0.08866828	0.037640028	-0.015683345	0.17425554	0.16312766	0.108510666	-0.082798325	-0.03012176	0.016448386	-0.013040476	0.13929315	-0.01838881	0.020739572	-0.015711166	-0.076434575	0.10753003	0.076504126	0.113441706	0.16456038	-0.03528231	0.16915062	0.031005036	0.16275905	0.1342717	0.19891073	0.18986237	0.17436682	0.10448377	0.14881444	0.15721598	0.14236721
TSEN54	0.19609362	0.16554943	0.0	-0.057181336	-0.04721621	0.10200676	-0.16767222	-0.09392465	-0.050798863	-0.1562966	-0.12782581	-0.11390426	0.1381083	-0.09037726	0.039451454	-0.07806367	0.17371617	0.17382196	0.1494275	0.11877751	0.17016879	0.13542132	-0.04735726	0.06543271	0.06578533	0.10010965	0.10006734	-0.14326365	-0.16564815	-0.08780311	-0.17776428	-0.14316492	-0.16407545	-0.06822549	-0.14638084	-0.14832026	-0.04878891	-0.05896561	0.065848805	-0.055086758	-0.012236016	-0.056257464	-0.11752217	-0.16329968	-0.09709825	-0.14466004	-0.088959716	0.03287151	0.1540398	0.1786952	-0.05014298	0.17973897	0.04723032	0.084608346	0.1304846	0.07666023	0.173561	0.09397402	0.0691282	-0.0077083376	0.1484331	0.035833545	-0.109785624	-0.07690001	0.079453	-0.08711197	0.16434345	-0.13953996	0.17001362	0.059240654	0.052738287	0.008991885	0.07969279	0.10089953	0.036933728	-0.11956034	-0.015360256
NULL	-0.08094228	0.15798533	0.061775662	0.08392358	-0.018421292	-0.100791454	-0.13681026	0.011556458	-0.028479254	-0.18373434	-0.10666775	-0.1377988	0.08552407	-0.09033337	-9.57154E-4	-0.088748574	0.14030151	0.14000338	0.10245471	0.11799669	0.0	0.19916649	-0.021567347	-0.106518686	0.15481573	0.13048677	-0.068271756	-0.112677425	-0.1149134	-0.030166043	-0.09083548	-0.027153362	-0.161202	0.09180048	0.010042272	-0.07796882	-0.047112375	-0.12916872	-0.07669785	-0.117957465	-0.16378318	-0.041604817	-0.019182308	-0.19219182	-0.13214217	0.0088732885	0.10861345	-0.16874939	0.035830513	0.11363458	0.05942985	-0.006456867	0.12417896	0.17288399	-0.045888472	0.06059883	0.19639702	0.054746073	-0.11663157	-0.054863755	0.17700288	0.20031193	0.111437835	-0.08875642	0.09272625	0.01151723	0.17243679	0.025796086	0.08200927	0.11261466	0.1712835	-0.07571716	0.20060222	0.20601563	0.107311085	0.1715267	-0.06605931
C1orf135	0.1290859	0.09873116	0.12766518	-0.08477423	-0.09817413	0.052347854	-0.03272054	-0.11505388	-0.11981049	-0.09634033	-0.14199136	-0.055790145	0.10453298	0.15901506	-0.0906449	-0.13415545	0.08680832	0.15139195	0.17663333	-0.008624503	0.14139053	0.03703279	-0.026561966	0.15079737	0.17496851	0.16932315	-0.117713824	0.075943194	0.12017976	0.13559496	-0.13473752	-0.09896273	-0.097335465	0.07199395	-0.06591674	-0.12777783	0.08053083	-0.10704272	-0.0075104525	-0.1133515	0.10917068	0.030467402	-0.11001561	-0.15117915	-0.086464085	-0.093711674	-0.11565471	-0.1222201	-0.056315877	0.1318147	-0.088592045	-0.012661371	-0.08712125	-0.13780428	-0.14308664	0.06013369	0.17950608	0.023651667	-0.057686534	-0.019114101	0.1481249	0.0	-0.0963904	-0.08203292	-0.006959686	0.14936413	0.14587802	0.1632084	0.17985657	0.101860516	0.15892744	0.17547546	0.16268893	0.10338764	0.14117773	0.122276425	0.12063664
WDR62	0.10539915	-0.07144506	0.03453216	-0.12632382	-0.043880183	0.14484492	-0.041971028	-0.20211202	-0.0074921097	-0.09213393	-0.18964545	-0.03070624	-0.14182526	-0.15410167	0.06600662	-0.18624547	0.11462548	0.107338734	0.1173561	0.14270757	0.005293917	0.13335195	-0.14477646	-0.025526416	0.15318891	-0.07926424	-0.024431122	0.10060724	0.02409645	-0.0757806	-0.15258802	-0.13398325	-0.11538609	-0.04985866	-0.12816451	-0.14448743	0.02209602	-0.17035612	-0.027146537	-0.13625751	-0.14205344	-0.116367295	-0.10267613	-0.16354096	-0.1306061	0.021981925	-0.17962807	-0.012747996	0.08528835	-0.0393621	0.14308028	0.09910882	0.008062575	-0.13175464	0.095686026	-0.016254455	0.16914673	0.16344969	0.0	0.009728333	0.18387994	0.12325091	0.020437866	0.029032875	0.088680714	0.1414982	0.030409599	0.08336398	0.16570874	-0.06373998	0.11556104	0.08688565	0.14705071	0.16384521	0.15336387	0.088764384	-0.15465692
LRRC45	0.16491285	0.17739303	-0.10620903	0.031099807	0.021920836	0.12468775	-0.16461092	-0.08424794	-0.08620048	-0.093876466	-0.0020062227	-0.08801212	0.12600286	0.026959877	-0.0025161656	-0.14342816	0.15510316	0.1315787	0.15882038	0.13726187	0.02840248	0.056536566	0.13657077	0.14058322	-0.043821543	0.12939802	0.16825433	-0.14792371	-0.092916965	-0.15771997	-0.14213316	-0.092916965	-0.1313707	-0.096285276	-0.14322016	-0.14519283	-0.028395768	-0.038608048	-0.07302919	-0.12346657	-0.034052107	-0.029435784	0.01282238	-0.069493145	-0.11597175	-0.09862027	-0.07732345	-0.00805844	-0.053866077	0.09777485	-0.087092884	0.16831471	0.05665063	-0.035031736	0.0	-0.090098865	0.16792555	0.16308108	0.113952115	0.117676035	0.12233933	0.11397224	0.10418939	-0.1058467	0.17987566	-0.12611023	-0.028872162	0.021243148	0.16063873	0.14464262	-0.087884635	0.15763275	0.16528189	0.15366727	0.11605227	0.16078635	0.14048256
NULL	-0.044672724	0.1373302	0.084080525	0.0	-0.113347724	-0.015445111	-0.15072344	-0.16471706	-0.13036968	-0.16389236	-0.17759569	-0.09432668	0.017609142	-0.051765203	0.15046613	-0.1685635	0.14168465	0.006835171	0.17234395	0.1589837	0.105318375	0.1609696	-0.116468415	-0.15899031	0.11010827	0.08772902	0.06624706	0.114541896	-0.11530723	0.061958585	-0.08010873	-0.05219405	-0.15327014	0.06447229	0.09226821	-0.1117115	-0.13810873	-0.09096187	-0.10983117	-0.16533065	0.04862472	0.06298782	-0.14531995	-0.17438263	-0.071195304	-0.12272299	0.022511201	-0.060150824	0.020604478	0.1485924	0.15045294	0.119048096	-0.06616788	-0.1030026	0.08438402	-0.025829822	0.14005503	-0.14691	-0.09845021	-0.15802045	-0.035587754	-0.047173236	-0.12125171	0.03950676	0.13100965	-0.10742303	0.06013763	-0.043122277	0.15875939	0.12716322	0.12988144	0.12666179	0.086548045	0.1612533	0.11252301	0.05439107	0.15319097
ORC6L	0.1330394	0.1562011	0.12009864	0.056555104	0.06968474	0.13747531	-0.12151792	-0.12023356	-0.08463838	-0.121323645	-0.0025039664	-0.12490691	0.08551261	0.12248929	-0.11880349	-0.12711947	0.15994085	0.15732355	0.15945517	0.15364856	0.15380506	-0.057655986	0.02720905	-0.090704024	0.120762415	0.15832731	-2.5903102E-4	-0.0418443	0.017662676	0.10449203	-0.120789394	0.124459	0.07534025	0.15861872	-0.10378509	-0.1261373	-0.11488565	-0.102333434	-0.045961816	-0.11658554	-0.059550148	-0.116250955	0.09315403	-0.12902442	-0.1279775	-0.08478408	-0.055848163	-0.104621544	-0.001554186	0.12171219	0.077401705	-0.07483838	-0.113482565	-0.07285247	-0.12685505	-0.121949635	0.12000151	-0.07693221	-0.09439521	-0.115571	0.10885778	-0.07639256	0.0	-0.114016816	-0.023415323	0.13696264	0.13498214	0.15457135	0.15111761	0.16166233	0.15317906	0.1624934	0.15075605	0.16090682	0.14758292	0.112387076	0.10082782
POLQ	0.14060801	0.073479556	-0.065823115	-0.0024701962	0.10662233	0.07719656	-0.14626254	-0.15234438	-0.09956881	-0.0459796	0.024134168	-0.14555426	-0.038077313	-0.15100391	-0.14637376	-0.1400812	0.14551328	0.14309578	0.14510354	0.118042596	0.15878913	-0.006503289	0.14003436	0.14883225	0.14543134	0.05431505	-0.12233324	0.0	-0.13079162	0.02737118	-0.15028393	-0.1050887	-0.06728651	0.06581141	-0.10073952	-0.11990403	-0.07114399	-0.123902	0.09552986	-0.054356024	-0.14440697	-0.124586865	-0.1052409	-0.14779031	-0.14677766	0.06842795	-0.1269517	-0.1219235	-0.060894433	0.06946988	0.15100391	-0.041893825	-0.10987105	-0.05291605	-0.08562566	-0.023712713	0.15864278	-0.10843108	-0.06590507	-0.0921231	0.154358	0.09725666	0.08606468	9.01446E-4	0.07881214	0.06741528	0.15307607	0.16121249	0.16371197	0.1596496	0.16067982	0.1343213	0.15566918	0.13154672	0.0824589	0.07147179	0.16371197
CHTF18	-0.010931535	0.15511312	-0.003489706	-0.068394534	-0.095806606	-0.09633685	-0.12781203	-0.1265604	0.047789242	-0.12730028	-9.433304E-4	-0.14725202	0.031777285	-0.13546348	0.001855833	-0.15265922	0.15501447	0.10651002	0.02860819	0.14592643	0.12353312	0.16708663	0.110005885	0.0923169	0.13614786	0.106392875	-0.09188531	-0.13929845	-0.082458176	0.082815774	-0.16248712	-0.15204883	-0.10543721	-0.10264421	-0.10237909	-0.079843976	-0.11299618	-0.11508631	0.15309697	0.086311646	-0.1466478	-0.09758229	-0.050471257	-0.13966222	0.126955	0.113717556	-0.13771391	-0.11554872	-0.14318275	-0.028466381	0.0	0.11747238	-0.082193054	-0.08879637	-0.1361232	0.0932479	0.16089024	0.089801356	0.033226192	-0.09396311	0.13802835	-0.0025278789	0.14812137	-0.08773589	0.106127754	0.16135266	0.0061347303	0.16741957	0.15434241	0.13874972	0.10768764	0.1629742	0.04983004	0.15394166	0.096910246	-0.112786554	0.1449276
FEN1	0.114529595	0.14264141	0.059148278	-0.12638031	-0.12143764	0.07162487	-0.15076025	-0.15441023	-0.1478473	-0.12232673	-0.079691075	-0.11303802	0.035072494	-0.14010864	-0.1383831	-0.15643409	0.14832693	0.15781453	0.1460223	0.15028061	0.048479125	0.13645868	0.026351165	-0.07397629	-0.0051298495	0.08647628	0.027702358	-0.03683899	-0.05733499	-0.14663649	-0.08396692	0.090828165	-0.1414306	0.075725235	-0.07322758	-0.14053565	-0.14309765	-0.12790698	0.13737702	0.039529674	0.10626451	-0.1517137	0.13408385	-0.15278997	-0.12987235	-0.08158625	0.01802174	0.044226673	-0.13760515	0.031826124	0.021730207	0.0	-0.12285317	-0.06655936	0.039184563	-0.13648793	0.1148864	-0.03913777	0.07530993	-0.1234498	0.086429484	0.14458923	-0.14361824	-0.15133934	0.15669146	-0.14825675	-0.044285167	0.11111944	0.15615332	0.05320537	0.1452619	0.1461393	0.14288707	0.15496007	0.14547832	-0.030357948	-0.13517767
CENPM	-0.14947435	0.10500247	-0.1135066	-0.01531786	0.07263984	-0.10067215	-0.15336643	-0.1529647	-0.1473718	-0.15017347	-0.15290731	-0.1460727	-0.15144648	-0.14713703	0.034392145	-0.1524795	0.09842351	-0.12200551	0.100035645	0.12524542	0.10557115	0.12295505	-0.1424415	-0.038362477	0.05776023	0.113303125	-0.05997756	-0.14341712	0.0033129568	0.0	-0.14822221	-0.060431466	-0.14364669	0.031616565	0.062174026	-0.15152995	-0.1504239	-0.14076675	-0.14411624	-0.14985521	0.024135021	-0.10472074	0.08374216	-0.15372641	-0.152756	-0.1291688	0.11556219	0.10291557	-0.050586503	0.10657287	0.12066989	0.10699025	-0.13810596	0.07193551	0.12523499	0.08240654	0.12541759	0.095194034	0.082625665	-0.14075632	0.12685755	0.04354321	-0.13598774	-0.10802326	0.1254228	-0.13088527	0.113454424	0.03806509	0.07836317	0.122297674	0.1238785	-0.04392407	0.12624192	0.1092441	0.083215214	-0.09493317	0.11415876
HIST1H4C	-0.12667373	-0.122573435	-0.13379762	0.03481617	-0.12054282	-0.14739272	-0.1390248	-0.1253516	-0.14625467	-0.123226136	-0.098183714	-0.06433265	0.052812796	0.020083033	0.1287657	-0.047953818	0.0	-0.09931617	0.037293073	0.122573435	-0.023212638	0.14344864	-0.117463425	0.09005009	0.11638675	0.08903477	0.12926778	-0.10036495	0.05643332	0.04932058	-0.11933784	0.096945256	0.10278049	0.11152219	0.09185198	0.13643631	0.10187118	-0.1356274	-0.14650014	-0.1448377	-0.1444751	-0.030197069	-0.14047523	-0.1407151	-0.14137338	-0.123962514	-0.10141931	0.12105048	-0.13697743	0.13071264	-0.12800144	-0.04983381	-0.07806163	-0.1375353	0.114428654	0.09717956	0.14962417	-0.1259987	0.084220424	-0.009204723	0.12956345	0.07202556	-0.14437468	0.12266269	0.11712313	0.12730968	0.14409575	0.1181998	-0.005974702	-0.1309079	0.13923119	0.13921446	0.15155438	0.15290439	0.1479171	-0.017650753	0.14728673
WDHD1	-0.055875357	0.05295313	-0.15328951	-0.06779308	0.015310646	0.01831786	-0.16435082	-0.04947522	0.042650152	-0.15342025	-0.16381475	-0.1198179	-0.14137179	-0.148308	-0.14488892	-0.11396036	0.028104383	-0.044134144	0.10491257	0.07353294	-0.13347457	-0.08827483	-0.10590626	0.0014382332	0.06730931	0.112463295	-0.0643544	-0.028646989	0.17059407	0.1315918	0.13126493	0.13848224	0.12847345	0.16664547	0.17437923	0.14212358	-0.07110755	-0.09362244	-0.017807942	-0.14673246	0.12487786	0.008635936	0.15275997	-0.114679486	-0.029961012	0.14509158	-0.09736838	0.08469232	-0.086463965	-0.11405843	-0.014022773	-0.10971758	-0.12780009	-0.033576205	-0.11780437	0.096453145	0.16773067	-0.14773923	0.075781815	-0.12375343	0.015964389	-0.08448966	0.060471166	-0.0050991904	0.16982265	-0.09966302	0.12377304	0.14477125	0.15832986	-0.10340243	0.15538801	0.1738824	0.16845633	0.17139164	0.07268307	0.16584136	0.0
EME1	0.13713454	0.11455823	-0.14292936	-0.13223687	0.104181945	0.10431431	-0.14303231	-0.1742494	-0.065941945	-0.16051242	-0.09355564	-0.15625453	-0.04958699	-0.16549097	-0.16463056	-0.116668776	0.08378973	0.17391847	0.17353608	0.0766565	0.113374256	0.15893133	-0.110432714	-0.14751816	0.056161325	0.1468122	0.09801207	0.14030404	0.13829644	0.030187542	-0.0740753	-0.112896256	-0.14025992	0.09048908	-0.05261677	-0.18176503	-0.015678402	-0.061662003	-0.036217693	-0.13767871	-0.101563975	-0.11649964	0.039872557	-0.10651311	-0.0980709	-0.044880528	-0.14533406	-0.15707816	-0.014244401	0.063904926	0.15040088	0.15851952	0.022495417	0.03112148	-0.005265354	0.03544554	0.14031139	0.08734899	-0.08241456	0.08905508	0.07328108	0.030775849	0.10071093	-0.046564557	0.110932775	0.09877687	-5.8830774E-4	0.14381918	0.14838591	-0.04794708	-0.03490136	0.0	0.17707327	0.15826213	0.17964712	-0.115845144	0.13447979
NULL	0.07779395	0.13180012	0.1289193	-0.120795175	-0.14048474	-0.10518576	-0.13096842	-0.110115685	0.12452576	-0.15713076	-0.07615466	0.11990321	0.1243088	0.095386185	0.13370459	-0.12084339	-0.1498745	-0.10581255	0.048612177	0.120228656	0.144366	0.12414005	-0.1639531	0.10062347	0.11795655	0.13798964	0.08602053	0.14465529	0.11106189	-0.080499984	0.028301857	-0.103534415	0.07476849	-0.10667438	-0.14299189	-0.14716242	0.12048781	-0.1580167	-0.15206222	-0.10761456	-0.018261207	-0.11304471	-0.1581975	-0.15517205	-0.14610773	-0.14977807	0.13819455	0.0	-0.14089456	0.010715652	0.10458308	-0.066065796	-0.04410413	-0.048991866	0.1312095	-0.14109345	0.13380703	0.018333528	0.0049238964	-0.0070694378	-0.15052539	-0.06878388	-0.10294981	-0.13014877	0.15054949	-0.1438718	0.11573869	-0.09081184	-0.07140554	0.13310793	0.10370316	0.12339875	0.042356357	0.009281274	0.12275389	0.10927193	0.038746305
NULL	-0.05298324	0.10989487	-0.11786295	-0.09216702	-0.12825705	-0.021322386	-0.081973225	-0.053895783	0.030970879	-0.24399443	0.020765956	-0.19320352	-0.13454472	-0.05771289	-0.013588014	-0.0148789305	-0.0749956	0.16318971	0.079914436	0.07971412	0.07265859	-0.03167198	-0.05852528	0.07559654	0.08985227	0.15082584	0.0	0.13601369	-0.20227334	0.08614645	0.12864655	-0.112944104	0.015524389	0.07711003	-0.16593847	-0.11559271	0.015401975	0.03998504	-0.17130245	-0.10095861	-0.267754	-0.12806787	-0.12958136	-0.24494037	-0.1596842	-0.18847388	0.02067693	-0.007956945	0.16495916	-0.0651134	0.117295384	0.07457271	-0.019764384	-0.00633217	0.134311	-0.13233012	0.057100818	0.14965734	-0.04274493	0.015056988	0.059181865	-0.09755326	0.058291577	0.0065213563	-0.06759508	0.0749956	0.14614071	0.057701763	0.09135463	0.1269884	-0.0058870264	-0.00910319	0.17231515	0.14142218	0.19519554	0.074539326	0.17359495
NULL	-0.026761461	0.13231649	-0.11892353	-0.10512733	-0.1120071	0.0	-0.12180741	-0.043062735	0.024647428	-0.21172103	0.004081428	-0.21087787	-0.1366423	-0.0867609	0.004900158	-0.038492512	-0.079319015	0.1777132	0.057922065	0.08440247	0.06937206	-0.030488513	-0.057860967	0.08353486	0.072818056	0.15032853	0.025380619	0.14041823	-0.22385535	0.076887265	0.13543254	-0.09127002	0.04576332	0.078255884	-0.16039768	-0.12879716	-0.010313549	0.020883715	-0.1710045	-0.1315955	-0.29837194	-0.13714331	-0.1534568	-0.24521562	-0.14660148	-0.19732606	-0.012036547	-0.028728856	0.16571333	-0.030659592	0.081494145	0.069653116	-0.025050683	-0.0133807305	0.12751408	-0.12360373	0.052753072	0.1431677	-0.035364233	0.015616962	0.051714383	-0.09254088	0.03223595	0.0025417279	-0.10463853	0.054060593	0.123652615	0.060133856	0.053840637	0.11403559	-0.04737634	-0.007747382	0.14300884	0.11296025	0.18148914	0.058765236	0.18414085
HELLS	0.12963066	0.1336171	0.11929854	-0.12049921	-0.13192667	0.07352548	-0.13939929	-0.02360272	0.0	-0.115090914	-0.017989043	-0.12975703	0.07602688	-0.033745255	-0.10291566	-0.116849795	-0.008768079	0.09757582	-0.052782256	0.14298025	0.037405204	0.1342069	-0.05189755	0.1269186	0.13471246	0.13781945	-0.12797183	0.09293111	-0.024908718	0.13845666	-0.010874525	0.13775626	0.07012357	0.14031559	-0.13670304	0.08581132	-0.13290617	0.11023556	-0.14071055	-0.14254843	-0.13280085	-0.13988905	-0.14080535	-0.14309084	-0.14301185	-0.14108445	-0.06424132	0.13048902	-0.09723352	-0.035045985	0.090282254	-0.0796605	-0.1196461	-0.12366415	-0.08162476	0.107534036	0.14371224	-0.11655489	-0.08703832	-0.137672	0.13594998	0.108729444	-0.026019868	-0.028805641	0.1427696	0.13385408	0.13564456	0.13207413	0.13985744	0.13301677	0.13813542	0.14425465	0.14274327	0.14178485	0.13699794	0.07264604	0.13829342
NULL	0.14140007	0.11637281	-0.020171814	-0.1514465	-0.05831141	0.18353324	-0.043883234	-0.11956372	-0.08654932	-0.080213554	-0.048784737	-0.14151192	-0.1281101	-0.03008666	0.046389908	-0.026626004	0.031507768	0.14696607	0.15171625	0.07486466	0.18465827	0.017250651	-0.13078125	0.15269655	0.13311686	0.12628108	-0.07129216	0.047916282	-0.027106285	0.056357387	-0.026882593	-0.13076809	-0.12332702	0.13890655	-0.15373605	-0.15153861	-0.11892554	-0.11389245	-0.008046356	-0.08679932	-0.15250576	-0.12809694	-0.124123104	0.01316497	-0.14245275	0.0054344153	-0.06368003	0.040712062	-0.0947141	0.17263809	0.16444041	0.13311028	-0.06386425	0.012395204	0.11056996	-0.11203054	-0.108609356	0.0	-0.118030764	-0.01807305	-0.08606245	0.013750519	0.15392686	0.13962369	0.050278213	0.16105212	0.1889545	0.1560914	-0.1117279	0.1455647	0.07106847	0.1558743	0.19027033	0.17186832	0.15788096	-0.0014145271	0.12566921
CABLES2	-0.11806998	0.14056689	-0.14464255	-0.13741073	-0.14376032	0.09017405	0.00982881	-0.12700413	0.010375545	-0.15994492	0.09446716	-0.08671968	0.10822253	-0.15504295	-0.15508023	-0.12979372	0.113838986	0.14616472	0.15992008	6.6478044E-4	0.1393678	-0.14917797	0.046528418	0.09733752	0.15947275	0.021148715	0.06181837	0.036283344	-0.1378767	-0.06521061	-0.12479233	-0.14883626	-0.15245838	0.059805386	0.115740135	-0.128489	-0.07420068	-0.14638838	-0.027050972	-0.070553705	-0.1549249	-0.13399985	-0.09365948	-0.13969088	-0.14022519	-0.03454373	0.0	-0.01886858	0.11951758	-0.09072078	-0.06376301	-0.013370164	-0.10312795	-0.14570495	0.07240515	0.15549028	0.11947409	-0.0034792246	-0.10287322	-0.042620502	0.09580915	-0.018147884	0.0731507	0.0069460236	-0.10629031	0.10830329	0.16153543	0.12671833	0.14865609	0.1716314	0.14991109	0.13865952	0.113975674	0.15301755	0.08181148	0.16145466	0.13931188
NULL	0.14813903	0.15320772	-0.11697716	-0.123295404	-0.14091086	-0.12629433	-0.17154728	-0.0011213915	0.14192332	-0.16961849	-0.11194692	-0.08985871	-0.019089289	-0.03082225	0.095183715	0.13684182	0.14550537	-0.16196099	0.10792913	0.063739896	0.14885673	-0.03304581	-0.11928403	0.050071735	0.16952236	0.14478126	-0.14049435	0.09822749	-0.10482769	0.04718816	0.086738035	0.08657143	-0.048072454	0.12193692	-0.15906459	0.0	-0.12075145	0.008701999	-0.17282887	-0.14435834	-0.15240672	-0.10689745	-0.16736929	-0.12114233	-0.16655548	-0.12764	0.016231341	-0.14061609	0.13261898	0.061580416	-0.06375912	0.00938765	-0.009240267	-0.12046309	-0.14522341	0.07837566	0.018967537	0.06010018	-0.121315345	-0.09265898	-8.00994E-4	0.016218526	0.106019564	-0.06041417	-0.06643124	-0.12414766	0.11526624	0.06418845	0.1647933	0.122161195	0.12553178	0.1461782	0.10734601	0.14132738	0.13842458	0.13337511	0.08651376
HN1	0.16402581	0.16025516	-0.11745644	-0.05250315	-0.10031322	0.08232308	-0.12901652	-0.11331898	-0.11375053	-0.1262654	-0.05440196	-0.014936938	0.11307624	0.13176765	-0.04419586	-0.07451207	0.05435341	0.059807092	0.15117109	0.14997356	0.16288221	0.14495142	0.1192204	0.07884912	0.14985487	0.14432567	0.054903634	0.1457228	-0.021350814	-0.11742408	0.08995069	-0.10927862	-0.10988818	-0.09483796	-0.09031211	-0.11232103	-0.073945664	-0.12365994	-0.12537535	-0.11913408	-0.10973174	-0.12136734	-0.12568282	-0.12893021	-0.12611976	-0.097562104	0.08696761	0.06026561	0.15552972	0.15967257	0.1154012	0.02323344	-0.11592445	-0.01628013	-0.08848882	-0.11608089	-0.030316213	0.14731953	0.12561809	-0.08495552	-0.04919642	-0.051230084	0.0	-0.06260675	0.1568891	-0.12746295	0.12456619	0.13587274	0.04502659	0.12425332	0.13443784	0.15823229	0.13653085	0.1536471	0.1608	0.1558426	0.15455875
NSFL1C	0.12038688	-0.06410742	-0.06912601	-0.026345966	-0.08349594	0.16075325	-0.11005953	0.060190145	0.08877172	-0.11050138	0.112572126	0.039614573	0.115163855	0.042628367	-0.054716516	0.056305848	0.11600798	0.16699187	0.17221491	0.09714704	0.15910457	0.1300152	0.038526442	0.07353129	0.122523576	0.17250508	-0.097153634	-0.109762765	-0.022593562	0.14982578	0.08976094	-0.10651816	-0.06487241	-0.10129513	-0.16183479	-0.1623162	-0.030164318	-0.12396783	-0.15967831	-0.13877301	-0.14115371	-0.12837312	-0.14880359	-0.14463572	-0.16154462	-0.15371667	0.07066918	0.033613365	-0.018979646	0.16438696	0.08275733	0.1490476	-0.13686053	-0.14954221	0.077052884	-0.14476103	0.0	0.1100991	0.024163108	0.14101522	-0.0092458185	-0.10908351	-0.14727362	0.088659614	-0.12827419	-0.10309549	0.16815914	-0.01668468	0.011514407	0.17884262	0.073920384	-0.058732707	-0.011422081	-0.075206354	0.15645349	0.18767956	0.09777354
UBE2O	0.1738398	0.16188706	-0.09613735	-0.12301329	-0.025548566	0.036831174	-0.14083607	-0.08098219	0.12269111	-0.06743791	0.0	-0.12646057	-0.11575144	-0.03616749	-0.14794973	-0.1322662	0.16235743	0.14648704	0.005650969	0.10207184	-0.015561107	-0.08890128	0.033081044	0.1267892	0.081594326	0.046264492	-0.14378077	0.0925612	-0.096304886	-0.13564904	-0.121118896	-0.114836454	-0.14973457	-0.1411969	-0.14364545	-0.15844622	-0.11983663	0.07233498	-0.13113213	-0.11921805	-0.13122234	-0.14863917	-0.13015272	-0.13296853	-0.1369313	-0.09084078	0.03358364	-0.06739925	0.107574604	0.13596477	0.15677735	0.16121049	-0.02284873	0.010586708	-0.09634355	-0.09221325	0.075466536	0.13312317	0.13058443	0.09102764	0.15142278	-0.043951266	0.12674409	-0.043687083	0.12410869	-0.072850466	0.14706051	0.14156419	0.14934796	0.12665388	0.11300006	0.14034636	0.006572393	0.14729248	0.12745288	0.06215422	0.112175286
